t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T4838,1.6324583333333331,-75.95558631339046,-78.29918631339045,-33.48,75.95558631339046,78.29918631339045,33.48,1.0,0.07,78.29918631339045,0.0
T4839,1.6324583333333331,-75.95558631339046,-78.25858631339045,-32.9,75.95558631339046,78.25858631339045,32.9,1.0,0.07,78.25858631339045,0.0
T4840,1.6324583333333331,-75.95558631339046,-78.19698631339045,-32.02,75.95558631339046,78.19698631339045,32.02,1.0,0.07,78.19698631339045,0.0
T4841,1.6324583333333331,-75.95558631339046,-78.19698631339045,-32.02,75.95558631339046,78.19698631339045,32.02,1.0,0.07,78.19698631339045,0.0
T4842,1.6324583333333331,-75.95558631339046,-78.46858631339046,-35.9,75.95558631339046,78.46858631339046,35.9,1.0,0.07,78.46858631339046,0.0
T4843,1.6324583333333331,-75.95558631339046,-78.92498631339046,-42.42,75.95558631339046,78.92498631339046,42.42,1.0,0.07,78.92498631339046,0.0
T4844,1.6324583333333331,-75.95558631339046,-78.99778631339045,-43.46,75.95558631339046,78.99778631339045,43.46,1.0,0.07,78.99778631339045,0.0
T4845,1.6324583333333331,-75.95558631339046,-78.66528631339045,-38.71,75.95558631339046,78.66528631339045,38.71,1.0,0.07,78.66528631339045,0.0
T4846,1.6324583333333331,-75.95558631339046,-78.66318631339045,-38.68,75.95558631339046,78.66318631339045,38.68,1.0,0.07,78.66318631339045,0.0
T4847,1.6324583333333331,-75.95558631339046,-78.63028631339046,-38.21,75.95558631339046,78.63028631339046,38.21,1.0,0.07,78.63028631339046,0.0
T4848,1.6324583333333331,-75.95558631339046,-78.57848631339046,-37.47,75.95558631339046,78.57848631339046,37.47,1.0,0.07,78.57848631339046,0.0
T4849,1.6324583333333331,-75.95558631339046,-78.57848631339046,-37.47,75.95558631339046,78.57848631339046,37.47,1.0,0.07,78.57848631339046,0.0
T4850,1.6324583333333331,-75.95558631339046,-78.57848631339046,-37.47,75.95558631339046,78.57848631339046,37.47,1.0,0.07,78.57848631339046,0.0
T4851,1.6324583333333331,-75.95558631339046,-78.57848631339046,-37.47,75.95558631339046,78.57848631339046,37.47,1.0,0.07,78.57848631339046,0.0
T4852,1.6324583333333331,-75.95558631339046,-78.57848631339046,-37.47,75.95558631339046,78.57848631339046,37.47,1.0,0.07,78.57848631339046,0.0
T4853,1.6324583333333331,-75.95558631339046,-78.57848631339046,-37.47,75.95558631339046,78.57848631339046,37.47,1.0,0.07,78.57848631339046,0.0
T4854,1.6324583333333331,-75.95558631339046,-78.95858631339046,-42.9,75.95558631339046,78.95858631339046,42.9,1.0,0.07,78.95858631339046,0.0
T4855,1.6324583333333331,-75.95558631339046,-79.29388631339046,-47.69,75.95558631339046,79.29388631339046,47.69,1.0,0.07,79.29388631339046,0.0
T4856,1.6324583333333331,-75.95558631339046,-79.31558631339045,-48.0,75.95558631339046,79.31558631339045,48.0,1.0,0.07,79.31558631339045,0.0
T4857,1.6324583333333331,-75.95558631339046,-79.20848631339045,-46.47,75.95558631339046,79.20848631339045,46.47,1.0,0.07,79.20848631339045,0.0
T4858,1.6324583333333331,-75.95558631339046,-79.06708631339046,-44.45,75.95558631339046,79.06708631339046,44.45,1.0,0.07,79.06708631339046,0.0
T4859,1.6324583333333331,-75.95558631339046,-78.90958631339046,-42.2,75.95558631339046,78.90958631339046,42.2,1.0,0.07,78.90958631339046,0.0
T4860,1.6324583333333331,-75.95558631339046,-78.64008631339046,-38.35,75.95558631339046,78.64008631339046,38.35,1.0,0.07,78.64008631339046,0.0
T4861,1.6324583333333331,-75.95558631339046,-78.56938631339045,-37.34,75.95558631339046,78.56938631339045,37.34,1.0,0.07,78.56938631339045,0.0
T4862,1.6324583333333331,-75.95558631339046,-78.56938631339045,-37.34,75.95558631339046,78.56938631339045,37.34,1.0,0.07,78.56938631339045,0.0
T4863,1.6324583333333331,-75.95558631339046,-78.57358631339045,-37.4,75.95558631339046,78.57358631339045,37.4,1.0,0.07,78.57358631339045,0.0
T4864,1.6324583333333331,-75.95558631339046,-78.59248631339045,-37.67,75.95558631339046,78.59248631339045,37.67,1.0,0.07,78.59248631339045,0.0
T4865,1.6324583333333331,-75.95558631339046,-79.03628631339046,-44.01,75.95558631339046,79.03628631339046,44.01,1.0,0.07,79.03628631339046,0.0
