t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T0073,1.6324583333333331,-85.56745197967847,-89.05835197967846,-49.87,85.56745197967847,89.05835197967846,49.87,1.0,0.07,89.05835197967846,0.0
T0074,1.6324583333333331,-85.56745197967847,-88.86515197967847,-47.11,85.56745197967847,88.86515197967847,47.11,1.0,0.07,88.86515197967847,0.0
T0075,1.6324583333333331,-85.56745197967847,-88.86235197967846,-47.07,85.56745197967847,88.86235197967846,47.07,1.0,0.07,88.86235197967846,0.0
T0076,1.6324583333333331,-85.56745197967847,-88.85325197967846,-46.94,85.56745197967847,88.85325197967846,46.94,1.0,0.07,88.85325197967846,0.0
T0077,1.6324583333333331,-85.56745197967847,-88.85745197967847,-47.0,85.56745197967847,88.85745197967847,47.0,1.0,0.07,88.85745197967847,0.0
T0078,1.6324583333333331,-85.56745197967847,-88.85325197967846,-46.94,85.56745197967847,88.85325197967846,46.94,1.0,0.07,88.85325197967846,0.0
T0079,1.6324583333333331,-85.56745197967847,-89.03875197967847,-49.59,85.56745197967847,89.03875197967847,49.59,1.0,0.07,89.03875197967847,0.0
T0080,1.6324583333333331,-85.56745197967847,-89.43635197967846,-55.27,85.56745197967847,89.43635197967846,55.27,1.0,0.07,89.43635197967846,0.0
T0081,1.6324583333333331,-85.56745197967847,-89.37825197967847,-54.44,85.56745197967847,89.37825197967847,54.44,1.0,0.07,89.37825197967847,0.0
T0082,1.6324583333333331,-85.56745197967847,-89.36005197967847,-54.18,85.56745197967847,89.36005197967847,54.18,1.0,0.07,89.36005197967847,0.0
T0083,1.6324583333333331,-85.56745197967847,-89.34045197967846,-53.9,85.56745197967847,89.34045197967846,53.9,1.0,0.07,89.34045197967846,0.0
T0084,1.6324583333333331,-85.56745197967847,-89.27815197967847,-53.01,85.56745197967847,89.27815197967847,53.01,1.0,0.07,89.27815197967847,0.0
T0085,1.6324583333333331,-85.56745197967847,-89.18925197967846,-51.74,85.56745197967847,89.18925197967846,51.74,1.0,0.07,89.18925197967846,0.0
T0086,1.6324583333333331,-85.56745197967847,-89.17945197967846,-51.6,85.56745197967847,89.17945197967846,51.6,1.0,0.07,89.17945197967846,0.0
T0087,1.6324583333333331,-85.56745197967847,-89.16615197967846,-51.41,85.56745197967847,89.16615197967846,51.41,1.0,0.07,89.16615197967846,0.0
T0088,1.6324583333333331,-85.56745197967847,-89.18575197967847,-51.69,85.56745197967847,89.18575197967847,51.69,1.0,0.07,89.18575197967847,0.0
T0089,1.6324583333333331,-85.56745197967847,-89.24875197967847,-52.59,85.56745197967847,89.24875197967847,52.59,1.0,0.07,89.24875197967847,0.0
T0090,1.6324583333333331,-85.56745197967847,-89.30125197967847,-53.34,85.56745197967847,89.30125197967847,53.34,1.0,0.07,89.30125197967847,0.0
T0091,1.6324583333333331,-85.56745197967847,-89.26415197967847,-52.81,85.56745197967847,89.26415197967847,52.81,1.0,0.07,89.26415197967847,0.0
T0092,1.6324583333333331,-85.56745197967847,-89.19975197967847,-51.89,85.56745197967847,89.19975197967847,51.89,1.0,0.07,89.19975197967847,0.0
T0093,1.6324583333333331,-85.56745197967847,-88.82805197967846,-46.58,85.56745197967847,88.82805197967846,46.58,1.0,0.07,88.82805197967846,0.0
T0094,1.6324583333333331,-85.56745197967847,-88.74755197967846,-45.43,85.56745197967847,88.74755197967846,45.43,1.0,0.07,88.74755197967846,0.0
T0095,1.6324583333333331,-85.56745197967847,-88.64465197967847,-43.96,85.56745197967847,88.64465197967847,43.96,1.0,0.07,88.64465197967847,0.0
T0096,1.6324583333333331,-85.56745197967847,-87.76615197967847,-31.41,85.56745197967847,87.76615197967847,31.41,1.0,0.07,87.76615197967847,0.0
T0097,1.6324583333333331,-85.56745197967847,-87.45045197967846,-26.9,85.56745197967847,87.45045197967846,26.9,1.0,0.07,87.45045197967846,0.0
T0098,1.6324583333333331,-85.56745197967847,-87.32585197967846,-25.12,85.56745197967847,87.32585197967846,25.12,1.0,0.07,87.32585197967846,0.0
T0099,1.6324583333333331,-85.56745197967847,-87.25585197967847,-24.12,85.56745197967847,87.25585197967847,24.12,1.0,0.07,87.25585197967847,0.0
T0100,1.6324583333333331,-85.56745197967847,-87.11025197967847,-22.04,85.56745197967847,87.11025197967847,22.04,1.0,0.07,87.11025197967847,0.0
T0101,1.6324583333333331,-85.56745197967847,-87.11025197967847,-22.04,85.56745197967847,87.11025197967847,22.04,1.0,0.07,87.11025197967847,0.0
T0102,1.6324583333333331,-85.56745197967847,-87.11375197967847,-22.09,85.56745197967847,87.11375197967847,22.09,1.0,0.07,87.11375197967847,0.0
T0103,1.6324583333333331,-85.56745197967847,-87.20195197967847,-23.35,85.56745197967847,87.20195197967847,23.35,1.0,0.07,87.20195197967847,0.0
T0104,1.6324583333333331,-85.56745197967847,-88.86025197967847,-47.04,85.56745197967847,88.86025197967847,47.04,1.0,0.07,88.86025197967847,0.0
T0105,1.6324583333333331,-85.56745197967847,-89.06675197967847,-49.99,85.56745197967847,89.06675197967847,49.99,1.0,0.07,89.06675197967847,0.0
T0106,1.6324583333333331,-85.56745197967847,-89.11855197967847,-50.73,85.56745197967847,89.11855197967847,50.73,1.0,0.07,89.11855197967847,0.0
T0107,1.6324583333333331,-85.56745197967847,-89.13255197967847,-50.93,85.56745197967847,89.13255197967847,50.93,1.0,0.07,89.13255197967847,0.0
T0108,0.6529833333333334,-85.56745197967847,-89.48325197967847,-55.93999999999999,85.56745197967847,89.48325197967847,55.93999999999999,1.0,0.07,89.48325197967847,0.0
T0109,1.3492879501697095,-85.56745197967847,-89.48325197967847,-55.939999999999976,85.56745197967847,89.48325197967847,55.939999999999976,1.0,0.07,89.48325197967847,0.0
T0110,0.6529833333333334,-85.56745197967847,-89.48325197967847,-55.93999999999999,85.56745197967847,89.48325197967847,55.93999999999999,1.0,0.07,89.48325197967847,0.0
T0111,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0112,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0113,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0114,0.6529833333333334,-69.73175189083285,-74.19005189083285,-63.69,69.73175189083285,74.19005189083285,63.69,1.0,0.07,74.19005189083285,0.0
T0115,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
T0116,0.6995993046845314,-80.77628561942798,-85.23458561942797,-63.69,80.77628561942798,85.23458561942797,63.69,1.0,0.07,85.23458561942797,0.0
T0117,0.6529833333333334,-85.56745197967847,-90.02575197967846,-63.69,85.56745197967847,90.02575197967846,63.69,1.0,0.07,90.02575197967846,0.0
