t,comp_out,dual_CO2_Liq,dual_CO2_Comp,dual_Electricity,p_CO2_Liq,p_CO2_Comp,p_Electricity,alpha_CO2_Liq_per_CO2_Comp,alpha_Electricity_per_CO2_Comp,p_CO2_Comp_pred,pred_error
T4270,0.6529833333333334,-274.58739318501114,-300.6392931850111,-372.17,274.58739318501114,300.6392931850111,372.17,1.0,0.07,300.6392931850111,0.0
T4271,1.6324583333333331,-274.74902727895847,-299.09572727895846,-347.81,274.74902727895847,299.09572727895846,347.81,1.0,0.07,299.09572727895846,0.0
T4272,1.6324583333333331,-274.74902727895847,-294.3105272789585,-279.45,274.74902727895847,294.3105272789585,279.45,1.0,0.07,294.3105272789585,0.0
T4273,1.6324583333333331,-274.74902727895847,-294.75992727895846,-285.87,274.74902727895847,294.75992727895846,285.87,1.0,0.07,294.75992727895846,0.0
T4274,1.6324583333333331,-274.74902727895847,-293.53072727895847,-268.31,274.74902727895847,293.53072727895847,268.31,1.0,0.07,293.53072727895847,0.0
T4275,1.6324583333333331,-274.74902727895847,-293.53072727895847,-268.31,274.74902727895847,293.53072727895847,268.31,1.0,0.07,293.53072727895847,0.0
T4276,1.6324583333333331,-274.74902727895847,-294.33292727895844,-279.77,274.74902727895847,294.33292727895844,279.77,1.0,0.07,294.33292727895844,0.0
T4277,1.6324583333333331,-274.74902727895847,-295.4557272789585,-295.81,274.74902727895847,295.4557272789585,295.81,1.0,0.07,295.4557272789585,0.0
T4278,1.6324583333333331,-274.74902727895847,-299.88602727895847,-359.1,274.74902727895847,299.88602727895847,359.1,1.0,0.07,299.88602727895847,0.0
T4279,0.6529833333333334,-274.74902727895847,-301.4806272789585,-381.88,274.74902727895847,301.4806272789585,381.88,1.0,0.07,301.4806272789585,0.0
T4281,0.6529833333333334,-274.74902727895847,-300.83242727895845,-372.62,274.74902727895847,300.83242727895845,372.62,1.0,0.07,300.83242727895845,0.0
T4282,1.6324583333333331,-274.74902727895847,-296.7283272789585,-313.99,274.74902727895847,296.7283272789585,313.99,1.0,0.07,296.7283272789585,0.0
T4283,1.6324583333333331,-274.74902727895847,-293.65532727895845,-270.09,274.74902727895847,293.65532727895845,270.09,1.0,0.07,293.65532727895845,0.0
T4284,1.6324583333333331,-274.74902727895847,-293.21572727895847,-263.81,274.74902727895847,293.21572727895847,263.81,1.0,0.07,293.21572727895847,0.0
T4285,1.6324583333333331,-274.74902727895847,-293.21572727895847,-263.81,274.74902727895847,293.21572727895847,263.81,1.0,0.07,293.21572727895847,0.0
T4286,1.6324583333333331,-274.74902727895847,-293.21572727895847,-263.81,274.74902727895847,293.21572727895847,263.81,1.0,0.07,293.21572727895847,0.0
T4287,1.6324583333333331,-274.74902727895847,-295.6790272789585,-299.0,274.74902727895847,295.6790272789585,299.0,1.0,0.07,295.6790272789585,0.0
T4288,1.6324583333333331,-274.74902727895847,-297.43042727895846,-324.02,274.74902727895847,297.43042727895846,324.02,1.0,0.07,297.43042727895846,0.0
T4289,0.6529833333333334,-274.74902727895847,-300.5671272789585,-368.83,274.74902727895847,300.5671272789585,368.83,1.0,0.07,300.5671272789585,0.0
T4294,0.6529833333333334,-274.74902727895847,-302.49562727895847,-396.38,274.74902727895847,302.49562727895847,396.38,1.0,0.07,302.49562727895847,0.0
T4295,1.6324583333333331,-274.74902727895847,-298.3551272789585,-337.23,274.74902727895847,298.3551272789585,337.23,1.0,0.07,298.3551272789585,0.0
T4296,1.6324583333333331,-274.74902727895847,-294.0032272789585,-275.06,274.74902727895847,294.0032272789585,275.06,1.0,0.07,294.0032272789585,0.0
T4297,1.6324583333333331,-274.74902727895847,-293.0379272789585,-261.27,274.74902727895847,293.0379272789585,261.27,1.0,0.07,293.0379272789585,0.0
T4298,1.6324583333333331,-274.74902727895847,-292.0019272789585,-246.47,274.74902727895847,292.0019272789585,246.47,1.0,0.07,292.0019272789585,0.0
T4299,1.6324583333333331,-274.74902727895847,-291.7779272789585,-243.27000000000004,274.74902727895847,291.7779272789585,243.27000000000004,1.0,0.07,291.7779272789585,0.0
T4300,1.6324583333333331,-274.74902727895847,-291.7779272789585,-243.27,274.74902727895847,291.7779272789585,243.27,1.0,0.07,291.7779272789585,0.0
T4301,1.6324583333333331,-274.74902727895847,-292.5304272789585,-254.02,274.74902727895847,292.5304272789585,254.02,1.0,0.07,292.5304272789585,0.0
T4302,1.6324583333333331,-274.74902727895847,-296.83122727895847,-315.46,274.74902727895847,296.83122727895847,315.46,1.0,0.07,296.83122727895847,0.0
