t,dual_CO2_Liq,p_CO2_Liq,dual_Electricity,p_Electricity,comp_in_CO2_Liq,comp_in_Electricity,comp_out_CO2_Comp,wedge_0.07_p_el,store_volume,store_charge_Fuelusetotal,store_discharge,dual_storage_balance_lambda,dual_soc_max_mu,dual_terminal_soc_nu,comp_on,store_charge_on,store_discharge_on,any_activity,idle_but_priced
T4941,-57.382450000000006,57.382450000000006,-371.24,371.24,1.6324583333333331,0.11427208333333333,1.6324583333333331,25.986800000000002,39.167999999999886,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4942,-57.382450000000006,57.382450000000006,-373.52,373.52,1.6324583333333331,0.11427208333333333,1.6324583333333331,26.1464,39.16849999999989,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4943,-57.382450000000006,57.382450000000006,-320.2,320.2,1.6324583333333331,0.11427208333333333,1.6324583333333331,22.414,39.16899999999989,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4944,-57.382450000000006,57.382450000000006,-192.64000000000001,192.64000000000001,1.6324583333333331,0.11427208333333333,1.6324583333333331,13.484800000000002,39.16949999999989,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4945,-57.382450000000006,57.382450000000006,-215.59,215.59,1.6324583333333331,0.11427208333333333,1.6324583333333331,15.091300000000002,39.169999999999895,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4946,-57.382450000000006,57.382450000000006,-204.81050000000002,204.81050000000002,1.6324583333333331,0.11427208333333333,1.6324583333333331,14.336735000000003,39.1704999999999,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4947,-57.382450000000006,57.382450000000006,-208.63,208.63,1.6324583333333331,0.11427208333333333,1.6324583333333331,14.6041,39.1709999999999,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4948,-57.382450000000006,57.382450000000006,-216.83,216.83,1.6324583333333331,0.11427208333333333,1.6324583333333331,15.178100000000002,39.1714999999999,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4949,-57.382450000000006,57.382450000000006,-170.48000000000002,170.48000000000002,1.6324583333333331,0.11427208333333333,1.6324583333333331,11.933600000000002,39.171999999999905,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4950,-57.382450000000006,57.382450000000006,-174.81,174.81,1.6324583333333331,0.11427208333333333,1.6324583333333331,12.2367,39.17249999999991,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4951,-57.382450000000006,57.382450000000006,-195.15,195.15,1.6324583333333331,0.11427208333333333,1.6324583333333331,13.660500000000003,39.17299999999991,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4952,-57.382450000000006,57.382450000000006,-219.0,219.0,1.6324583333333331,0.11427208333333333,1.6324583333333331,15.330000000000002,39.17349999999991,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4953,-57.382450000000006,57.382450000000006,-201.04,201.04,1.6324583333333331,0.11427208333333333,1.6324583333333331,14.0728,39.173999999999914,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4954,-57.382450000000006,57.382450000000006,-177.14,177.14,1.6324583333333331,0.11427208333333333,1.6324583333333331,12.3998,39.17449999999992,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4955,-57.382450000000006,57.382450000000006,-164.58,164.58,1.6324583333333331,0.11427208333333333,1.6324583333333331,11.520600000000002,39.17499999999992,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4956,-57.382450000000006,57.382450000000006,-130.89,130.89,1.6324583333333331,0.11427208333333333,1.6324583333333331,9.1623,39.17549999999992,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
T4957,-57.382450000000006,57.382450000000006,-126.1,126.1,1.6324583333333331,0.11427208333333333,1.6324583333333331,8.827,39.175999999999924,0.0004999999999999449,0.0,57.382450000000006,0.0,-13.565740000000002,True,True,False,True,False
